record_id,cluster_id
VcYWkKS6Lu,4
SkcIyKQfBh,1
5zq43U9rdh,1
7lVQexGMta,3
sVhOCWADpQ,4
eVOJMCQsof,4
GzAWBh5IpH,1
5NGVSQtb74,1
uLyDW14ZkA,0
9ybQ3Hg4iN,2
IDBoPVizlO,0
JFZdKgI3R1,1
ihrlz4OeTA,4
mudkbNRtQE,4
rFAVXYhQ9e,1
lnamO7Br0s,0
4nxp2BE6hg,1
PMz9UNey4O,4
bMW9iUXFge,1
sGFPgekAIZ,1
Fdh2yYlq0t,4
4JO3MV2No7,4
mL6Hbp34iq,4
k1Xopc8dzq,4
e4tHJCKwvX,3
9Th2Asj4go,1
0oTLMpCNfD,4
PVSTO6dRx9,3
PgF9NBTvnc,4
7OTYft9oip,1
cCAMrHh37D,4
eI5dPMk0Yh,0
4dXQfjpoP8,1
lINuUSiPt9,2
VRULGPoA6p,1
jMNyvWmtKF,4
m0v32FXkRH,1
wg21SsQUFY,1
vzqjtAUxSG,1
U9kJ0n4jQi,2
p0V7DCZtkf,3
oEzfAivKFZ,2
l6SGHaRPze,0
v8o1kl4HnR,1
HEKJcROdUG,1
1Dq5YGmwJZ,1
VoALlC3mOc,1
NGEQPfnMVy,2
anYA35hw6V,4
uOoDjFS7ns,4
8L7w3t9brx,2
60AeY1HnT5,4
GgjXVC3vNK,4
iUGQrKcYsT,1
GXn2ZwAtLc,1
eUvd1blaOJ,0
GkRbqshu9W,1
RJlKkoO3je,2
BWD6fQodPm,3
Isw9Ml0gSd,3
j8YmoPOT0e,4
sfjxVXhlOD,4
zAcZOQsXCo,1
Cfe5TSNrjB,2
69dlQkWsGX,1
L03TgjB5Zm,1
gBusJeFIzp,1
iKQ6epcsJ5,4
70pWmaXUb5,1
iXmGNtnvqx,1
IzGkJqMATQ,3
bQR7wXLi3M,0
CbQ8lnDiLJ,1
xMqeoP4DfJ,0
nb0tlZNW8T,1
KjrlvDwAGM,4
QBuM45oRPX,1
JdB4jaT0Ii,2
r4dbE9VDcB,4
APlT1fc3Kr,2
pA3UI0Rhdw,1
zavRN2rbxs,4
ockMySQTz0,2
IVZkQ8h3El,0
imcnl1Zv4B,2
KotHfS0YF3,3
6ihJ4qyrRg,4
klC0Btvxwb,1
4raWAoIPvb,0
jHbVw0cFU5,1
oswdNfu50r,4
XcdfeokWLt,2
UXdwnlamPZ,3
xsUVrbYLXF,4
AjaEyhmxiV,4
jT4ZXEr7t9,2
vUBiQDhLfb,4
PaNDocTL4h,4
pfBkJ4hYeZ,1
P1daVnUXp9,1
txv2lJV3PB,1
KiUmfJRCIS,1
0W8CbJazPU,2
XDkFAL8pfZ,3
eB76gNtX1k,1
PAjWSbcRf6,2
Pu7S60rLNY,4
iA4jotHu5q,1
ktuVnSaYTK,3
UerhcFBj5z,1
kcU2aAoRBE,4
X2SaKGhFrp,1
thBOviXGgL,0
NSlY0L7GFZ,1
d5L23Gq9mD,4
UdCTK5OIeJ,1
RHS09TFl43,0
fYP7zQDsmd,2
n2le5bLAci,4
3mtrRAjiVK,2
0aLWVBJhfv,2
jJBEG0Prta,3
wAoneVmhjp,4
lem65oi2AT,1
9rQ6ROx7sw,1
RB21FrqQya,1
ew6SLNrDQ7,3
t7zb3pcNRd,1
zURSvMFYoK,4
F1i567tuKy,0
1hWf358CPi,0
HjdvmbiGgu,1
VudL9viP4J,3
4JMQ7KZFpv,4
FBk8eJaArY,3
BOZjh0kuCe,1
6ARHZnhl3N,4
XjH8Y5IFaW,3
ZAtgwidamC,4
qTsYBaGCMh,3
8Phai2cDs9,1
5SP4Y3KuZt,4
qvrSbGD9uk,1
dbk13RevUi,1
GbsVO3qour,1
cRJB1ELO8k,1
hIwrfcRUYO,4
NMDvHeOxP4,1
vuho6s12bI,4
sB45IkPdiQ,0
x4tWeiBLSQ,1
JWIL3BO9Ud,4
xqBtKz9ijM,2
OykgmQco6R,3
UM7aJhwBeb,3
W6ceb3JANv,1
KZx306HG12,4
CHyigB0AcE,1
jZYh36pH49,1
WOVoicqMaX,4
bvyeiOMp5l,0
Mo326aCkON,1
yfauPbEGhN,4
D8qh2e7xmM,0
INYSxRuFgW,1
zxltioT523,4
cXZB3qwWGe,2
fUsBZ0rbVA,3
3Sz6ly7ADn,0
CVtAim2Pu5,1
Y24MKJU1Xb,1
4dKCFXhBti,2
SNdUtonc5x,2
EyBsSGpDQ9,4
PdRB2i5t1w,4
exVNCJKzID,4
mD6tQwgdYe,1
K9enSXHzf2,4
lsYR8BrO3y,1
rpPgOlqmdv,1
xrvlI5RcjV,1
lf8TXImF3Z,4
KkHAZUFcgu,1
SJPvgXWaH5,1
xd8Akjl1uJ,4
zalGfqTomr,4
7p9blsiPrw,1
VWgxICUbDo,1
M8ZN4AhaI2,1
4yFk9wAUiu,4
QspwkiITSt,0
bvxFlYf7kG,1
Vv4JspRuHB,1
fNoy2dB9jl,1
2Ypntk3ZX5,4
ymXESJBbTl,3
k4vLSKNCtD,3
E61mnUOdVL,4
W30gZGXRyM,1
2cOGBjTuCa,1
syKbWwFtQR,2
l4hM7HNaX5,4
ea6lX3tF15,4
sCcUiHqXok,3
PNtmK0VUTM,0
u620BbCLOf,4
C0EveFY8i1,2
bq1B8yPu3J,1
qyVGN0wbgI,2
20p58IRkfs,1
p6XfWrjcmD,4
sVxkdqnJMz,3
u3rQ8wCy9g,2
3bM5FP2NQx,1
jAwIgTS1Lo,3
JpY3NdmnQh,4
qvfDrKpTPz,0
5FVOHgXITb,1
16kc34YIJa,2
bBRfJPNCrO,1
KxPCAkSetM,4
APpvleBVNo,0
GcrVsBK1Fp,1
KkhbIHMpwC,4
yMjrvqOU7X,1
wZSAh1DioJ,4
eP6LhO02Id,2
MvgyS42KuF,2
5WBo1MpYQ9,2
YZmArR9Oec,4
vzCndxTLHF,3
svH7hTpjmD,2
WXa6Y3pwQc,1
nzsJ79mYDa,1
nDTlXgxwWb,2
zFYArJ1wQ4,4
60mTjsQlXD,4
M3S2InYA5c,4
SdbBHz24hk,2
p9OCz7TQtg,4
aviJ4rWnd0,2
3dmTa48HzB,4
9vxSkpmOse,3
4MqPVUYgDu,1
OeU9gRCT51,1
M2SizIhyQ4,1
xubLAcvJZm,1
rspxMO7tL1,2
TB43Fw70No,4
VZHzOIcviK,1
4ZvwyjUIgb,1
fhV2Q7oxSy,1
Uucogxpa3X,0
s9PlixYHpG,2
k409grS2Me,0
ImvjX4Y92B,2
3AlneYFgS2,1
KsZqc967PU,2
dGZVYB1H5c,4
zJj2pnXicP,1
gqFD5iM1eY,3
c3ZMEWfsGI,4
uGodjfeHQs,1
1eBDqth65i,4
EPGYsZJ8e5,0
bLfsFRP8Ue,4
8tgprQqRkc,2
MXDsJnyIzh,2
Du6ELAViKB,4
kpo2VNz75M,2
EacerWFghZ,4
VSHBeRPXYW,1
28X0LY5OnF,4
yB1ZF7PpWQ,3
zfdGB1YpHh,1
CiDxtPzq6m,4
ve9n05bEAU,1
hTwNxegS8b,4
PhTzYJxwHB,2
cfi9ZJSXEt,1
lMcaTI5EtR,0
kblXocsBQq,0
y8pb9ur3tX,2
7ctkd9VgN4,1
a1NyosGdnW,4
LOeQG5D9pN,1
J5hqXPOfH3,1
AGZ6Q7We1v,4
IsBDfLJA2j,1
bSRHAa0hme,4
raL8vg5GcN,4
NjHvg1Un02,4
gQF1cKoBwJ,1
fnqTw3DUNb,1
cuZ2hfWn5o,2
ugiKSnR1BD,1
i37UrC92Gs,1
Yqt1Mbl3zf,3
DxBr4tk2dS,2
Ox5N7ReTS4,4
gxGEae1kAl,4
Cw3Ucfds9A,1
lI3u4MVtjO,3
rX3IDPcJYk,0
VyMsiwX8Fc,2
MVnSvIUTyK,2
108AhUac7Q,0
3FoaWbgeuk,4
39NgpdqEHT,1
Lz9rVwKCjN,2
svBKJVSYwb,0
D7yuJcF0m9,4
VabE7fOWMP,4
nIEO6wslFg,1
wJLfWEYk6V,0
fLupoDAtMH,4
x38TCzEou1,4
6lE73YjQUs,3
PQaRSDlMqs,1
zUNXQqydvM,1
qslkmbIofX,4
nWsUkf3rEF,4
w08Dg6uzHM,2
ha9ZHEqFNB,1
u6ZwCSydr1,1
GF9UCqThbO,4
uH4mK6pWRI,3
BXFeNxykHn,4
wjksJxRI03,1
0VeoYnDNIj,1
vJQei2oyGa,4
vWn9XUK3cE,1
B7Wt4DMfX3,2
iSuqdBW60O,4
9ePv5b7k2W,1
78hHSRVK9N,4
uI0PKL2J9b,3
1Bq3FX6SnW,4
AZydpQqrkg,4
OSjTQAJswm,1
AfbEFihavu,1
CTYdIu1zeM,1
TWgM5B1yUX,3
ZyP7tnlsB3,4
6gFJqT4Mac,3
lcEa4pI8eq,1
X8fzuehtQi,2
wOT2FihlC9,1
3M1cLeR5tb,0
LY6AZCnRXO,4
etDIZmfHrM,4
05iEtkV2l9,0
PKDvcJwBmG,4
voNW2BAk9n,1
BEyrYsTzhA,1
YW2GnyFgTC,1
IOFhPj7qJl,4
NCjM7B58W4,1
LKN5iFfStW,1
kOduIaor67,4
mxsY0POdDT,0
4Xf15LzK2q,1
skO6NC3AmM,4
Pds3hX4iRa,4
EQUdmbKgPl,1
frv4WsBc3e,4
bEfIrh0zeO,1
FnK2ZiVJh3,4
5oVpnSzmgD,0
w7dyC4ue2B,1
pJ4XiCROxv,2
4mzBlNcorF,0
HPS3faLB1n,4
lNwWTRufU2,1
lcbLtvW380,2
7cQasJe0RX,4
bYdU2QAVCE,4
qzRIgtAFJS,2
lJKc9tNsHW,4
yfl7Jx5zEF,3
mo2ZsdKWN0,4
tg9QcV6wlG,4
89Qe6XhrCt,4
9ipyXNBo3l,4
LOF0pkqyJ6,1
j0N28E3amR,3
Wp1O0SErBo,1
PELnJp7muH,4
qGjogTmn5Q,3
KfhLaB1pQg,3
iUVDmj8us6,1
Ytsi7aJNkV,3
wyobgBS7lt,0
3LAWxI9ZsX,1
4WbC83YA9Q,4
jSDTKwk1sg,4
xPTJ5gsb4H,1
SFZvNhXmLt,2
qTyY79w8cf,0
suvYW3dkZf,1
CJiOjWxT31,2
ucSeHBkI4b,2
cZ6ovT8UYf,2
pqCw5tImQd,4
i6DUHfJwrx,2
MyAD4IW1do,0
g4pdeIwnHq,4
ENmapyMPxT,4
q1NBx5oAXY,1
r2evDtaRTq,2
dYOwBbfaKM,1
HKpM9x63V4,2
35Wgcd1a2R,4
4BvY5EchHA,2
BDX6CQqt1O,1
6r09JUY2Rg,1
HXjkMqtRLz,1
TWEpQzJaZg,3
8xSfVYTgba,1
aswdFikYpj,0
71pbOgPWkX,2
cM6kgLjfey,0
YFQUs8don9,4
U7sBnKgEHN,0
gBRNL1tnF9,1
ZvemnoMgxL,1
VfYA8sPLn1,1
4XxiZdBJzY,0
HiP8n7se9J,1
ZfArKcToxV,2
rNjYsCUi3D,2
rGqxFZwMVN,4
i9PAatUnCO,0
RLcSZXeVlK,1
loy5wfv0Cj,1
cv4W3KhQye,2
qYdOGC3zmF,4
mq8O40rCT2,1
GT5Zc8zwxg,3
KCux2SY5aZ,2
3DyJgjC5Yh,4
GhsV1n0RKL,4
zG91DOZSQX,1
m7SD3gKkI4,1
fYnO6b2SE1,2
bPISwTosQH,1
ovfYxDQFdc,1
PH79sN6GQx,2
LhFDuQqzwy,2
qjfHnKdB9z,4
Gu0IA9VxOH,1
b5EKUILhmt,4
1kdfCSmXV3,1
vC1EFT3JaH,4
yWJZhzAGOf,1
LxZwV2ERjH,2
Vnp45ys3AL,2
qMgxiGEIfe,1
rKthxu8iPn,4
BcUx8I6OwH,1
FTQnrf93i6,1
bG0ruRUCEy,0
9PrlguMSKI,0
rRam4UjbQc,1
d12bu4jQef,2
7v6yFonThg,4
9OMo7vlBPK,1
3AXG8Be1Wd,2
d4VTA82RBy,1
CMG6uxpsKb,4
l1gbAdNFqH,4
nypNA0sQjD,0
WjiV8oqmvX,1
vqr8aLkMSm,4
xjVUMSFH5d,3
pzQCPlT7SK,4
NsTbDMRPnK,0
XZUMgVG2jT,1
AFXoHRU1w6,1
sDJbIgazGu,1
P3h2baZWQ8,3
pqb0SLxaCE,1
AhudYUHM6y,1
LKIA2qygm4,0
1sJZyAHktz,4
oQ2ZnaOwTA,4
5CGiV2Hdmz,1
SuzImH3ft6,0
1whSsapcT8,4
o1gcEUTV0R,1
piqToZCnDf,4
Ydg2JAR1Z3,4
Dg7IwJfld0,1
iwYFnDpTJL,1
zLTt3UhYe8,0
akgjAorSwJ,4
DzCSHdeBNG,2
TuBn4cj9Dr,4
Clm4wFVJjR,2
KhS06OkTmH,1
QvqjDexhr2,1
GV81DQbZFz,0
rhZKP0FalD,1
LB1Pfy8MOc,1
bZCczOXLxW,2
yGngvILwXl,1
vA7wdcSiyu,4
gylQCE7Znj,0
TEsrPktWxq,3
ykRb9sMIFY,1
AwBFOLEG0y,1
ahvK8QSVj6,4
ZGVOcpeFAB,1
LfN72XIVzY,0
WcibGD6mju,1
mOS98oBaKg,4
Gt8xrAbRco,0
SmUZiQ1deD,2
twG42iDdU9,1
daGoIVpuet,3
wJAX6o07E3,3
MuBbO86lko,4
61QUn7P8sq,2
Ev3eRB1ubA,0
UcJ6sAkPz2,1
z4FCIx07n8,1
gqSm1DMhxf,0
0PnZofDtNx,0
8u7MrBjV6x,1
6eQMfE5oTP,1
1KmLYlxdoc,4
2NSqfLDmWP,3
pDF6kj9Pwe,4
wKU20x9Xo4,2
FNrGDfhpZ1,2
J3SZxIWQB6,1
xdI2Bwzt7K,1
1j8reBhbQ4,1
yR5cPQnLdY,0
Jr9TZXa2FE,1
Avdr8LZiN1,3
5h6Yx7mlH2,4
b4VN0sKTHW,4
mubcphk0jd,0
y9L8atSkFu,4
4KmCvh6ASz,1
syFhNta2DO,1
NLmxcXywZG,1
FQK3ny2udv,3
BP9psVc7AF,4
FC3Ep4wSco,3
ZRMwxpNaSG,3
pKNO2E4ljR,4
z05Z3KRC8B,1
42az6MCbuE,1
CWSrNG7UaF,1
9GXJyjE02I,0
wXldJxFKvg,1
nqAaI4oTXk,2
MTHm9UKh6O,1
CyAjPtNFOw,1
1X6I3R0dKO,4
JMtQAZ6CnE,4
WFzeGvBZ3h,4
57yi1mZdfW,0
ZrJvQXgFLM,3
ydEKbYM8JZ,3
YXUuymavg4,4
OA2jRN4Gy9,4
JwypOlAm0f,4
7dPbBf53yt,1
xXGpUJQsZw,0
6Ufvkpy30g,1
aBpJWflDyr,0
N7z6A0hoQV,3
UE0tGDCJe9,4
Q7x2g3UFco,1
67KBZrEzoI,4
SB8lMW40IA,0
f5VtFMNzIh,3
Y7fQe1lnhJ,2
81SWHoBg25,4
FNjfMhJcLy,2
SiW6XbA7kd,1
BzZuqR43bT,1
WLbcRAM02l,1
gMeUGh7Ort,4
lxUsfpbVPw,0
pIvyixtEZX,4
IxLjotu60v,1
St8MZWsYhG,1
PeMHKLBOA2,1
Vw7IDagdtP,2
P7eXr8HI40,1
T1rac8Lmwv,2
NLiftYT4OE,1
8Jy6fIuPdj,1
bePFKTrGdv,1
7EDe8Bjf0t,3
UYrF8doVPq,2
Ipb3NZzSjW,4
Eob54L2vWm,2
ILNe5i37Sv,2
1gZwS7raND,1
sSqJacg1no,4
hRFb60JxKO,4
p9QPRNswgz,1
Ls5dgBM6uA,4
HdMtsyf4ix,2
qZHWIfj7QO,4
l9gBWCohqL,1
iKn7D8Vw91,2
am6rNGJfKb,1
H15SoI0xmy,1
w72nifYqQG,0
8dgb7Ki029,2
yMO5QYU1Fp,1
C0q87rjOlk,0
1OXnoAIKCt,2
vYu6dy4gx3,1
mLrnVFc3Ul,4
cMiTsFvBVS,3
zgQLafsUdT,1
AjahF8590U,1
X5EqbmLwnk,4
TuR9AmiD7c,4
DPuQ4fpVMx,4
7YkhNE0uS3,1
9lBxjNpbVe,3
rZNgahlzxX,4
zwbmGYCWkR,3
ws84FhmR5p,0
2AHS7T6W3Z,4
wc5uNSpYmD,4
wbk2y0IUdB,1
USKHsqtZXd,0
TRQSxL4P9K,3
DGySZBePVp,1
0kmIqK4oCa,1
3hGrWeywjN,4
BeoRwciu97,0
kb1LGANXt3,1
cf0hMBsF9g,1
MsGzW6NT82,4
D94taEf8Zo,0
ACu4xN7LZ3,2
19AWrvDH2p,1
6UkPVcgChp,1
GENqkglp7P,2
JFK5MW3itl,1
FidWmPTvVc,2
6aJMPmV4t7,4
WwaTPp7AVy,1
hwZMYqnJeH,4
poL1VbNtHJ,4
Zj5kso01nX,1
Svq1LwJtOV,0
xD1riZ03G9,2
mSOVIvcLiz,1
hQsHY8oMBT,3
DugTGVJQU5,4
r2JqgZCsTx,1
ZVXzBm85vW,1
yOtlC7qBzJ,2
SCA0bc6YZs,0
3JYU407StO,1
LxnitsA6E9,1
MxjlYN9qdU,1
wt4dLYFSqv,4
jqde3Tf2pr,1
sdWmJtAlVK,4
gBeUtGic3Y,2
9KHCvqwsrp,3
C7MFwrdae6,1
1S0xhXkQ3B,3
mWPVshutAc,0
YvmcnDsZg6,3
FRDNK8jPgr,3
TJhY2pt1x3,4
Vmub9EJpGg,1
Dv3PrMUknt,1
kVFPHwfUcy,1
YDToVwtuFI,2
vsTIay9xwB,1
oH9QeRvKTs,2
diOMweSa81,1
RfFyqVdGJh,1
XaAWg7Q89F,4
18q9Cn7mPg,3
OfW6EBitsM,1
iK97v5oTfr,4
zK1ZmLp4uU,0
QP241JatEf,3
HtVwTabFQD,1
aSIzp3y8bU,4
hKnWlrLJSZ,1
Fc6ECtuwRM,1
PpX68RmYuH,2
WBOtZQAL0F,4
cqeZ1WEluU,1
aSiXZpAY4r,1
XTbk68zUvB,1
SljdNQADEO,2
kTRv9wU2Ma,2
YVJpq9y5HB,1
7FSIGAWnHr,4
PuT0U8mDab,4
RLtmQcl06K,3
UjMqCr6PZz,1
wG2fhiuOVc,4
1rHV0NzBk3,1
6I8BiVygYb,1
wuUW5k4gRE,2
ItGaLbgJD8,1
Pr1R5IzHAf,3
oVzmjy9WRC,4
gEyVDNCGud,1
3ErJLlSYdI,4
aGRylxEu3W,1
wsuMXHd7RP,1
G7BipkIHKo,3
SLRxtDur58,0
yFUBoHVIhk,4
AkPQIgxVBj,1
7FjVKgcIH2,2
NsIn0jHWbm,4
8NnG6XJzIB,2
T1snfotDAZ,2
a3yWFSes2v,1
lsYoPyi0t6,3
M9zqf5gPBt,2
VSmfegNGi8,1
3bXdMsogvf,4
qoZbGINKCu,1
Z8HgSkbeMU,2
pgb7BONqid,1
q3ifWb6FaA,3
s8J3VZnIjB,2
4NI7XlUajY,1
d4tbh2wuXP,4
UKolE8w6eb,4
PmTdhE0c3I,4
qIzlrO36XH,4
0KeToirGjf,4
8pMufeEk1w,1
jxAMckYLyi,1
36PubLAf2K,3
UwCZExRXeB,0
EamgiXCyh6,1
gEFt1fHk9p,1
owuc9tp13l,1
obivSQ8g4d,4
VjOm96Z53k,1
v08IikmTtz,3
RW7jk5CMw3,4
fjuoAK7Bp1,4
s4b81Jc3Oz,4
R298a1UEQx,1
YSeEC6gUbG,0
naXNHZYI7F,2
6rVLqcUQTa,4
N5EGemagTS,2
HfXpDu42mV,2
xMNG2ilbaI,3
NacHvKGFmg,4
cIGobPFWD5,4
oWiCTBez4L,0
DZbxKB1aFf,1
D2q5leSBTQ,4
aIRW8stMeN,4
T3GtLniKle,4
dOrCGJZEHT,1
hFHOxuNofb,1
5MjW2U6g8R,3
eWqLSsb5xa,4
pYwoL03xaX,1
fgPy6leQqC,3
OCjx8k2mTd,1
bNfQ3e1iC0,0
X31fV5yBkG,2
q2aOX6Ykfp,4
ckjXD1pnLx,4
gRe7ryuTqs,1
UA4WdRJnh2,1
1oDryeFYIG,4
Yia7uvy59z,1
ScfvCMHDG6,3
xTvmCaYWjQ,1
5VUXPj7e4I,4
hTboPXdJut,4
gVXb8JnA6I,1
LRuhXi34mF,0
jcTlJgFDrR,3
a9vIQN7Am1,0
mY3FoZb7Q0,4
RKTOW6qowk,4
xIQRcPi6Us,0
SFrUsEbuHP,4
NRYTZMUCcr,4
WxRasBiVUb,4
InXzqpxGEo,4
Am3VaXLfso,1
ksfbqaYG0H,4
q3IEp08lmC,1
mscaIfZ8jy,4
4lEIoBwqfc,1
jinqXVf1AW,0
iCFm507Ij3,1
aeARTVFPQv,1
wJ85eckQZd,1
Km8GlN6xqH,4
o2mn3ECTV1,1
r9GBECR8aL,0
Azy2uxw6DV,1
nOXMci4GUt,1
gYQI2DPkcv,2
rZbtC48PTV,2
4NIyHAFOMU,4
RUYea52LsE,4
ZFwCushOWz,2
LW3RHhB0Ju,1
kB9KZ4yHsc,2
hVGgunlNJk,2
RSp6BukvGI,1
1OGa8HS7c5,4
zU1YqxheT0,3
GHnAsJcwip,1
PgqsELkY0y,4
PzEOHUhYKZ,1
8iLIWwS7r5,3
D5KzAZwhCm,4
kOgbiGBCy7,1
GZdyKIog5n,1
d0L5VgAqGE,4
PprARlaxhK,1
ge1S7iW0nk,1
jmrw0XdWvD,2
vBxsJUqEPY,3
MOPsEtbd8w,4
2AlDraLGNy,2
dJH0S3IODX,2
4Zr7QmTBtg,2
CY96qukO3n,3
9vyF2Rmqo5,4
R2bYh09CJN,2
sxVdNtbvI2,2
zFPg9OfiDA,2
YDlMQxAB8t,2
r1yN7eUlYc,2
Nv8SUe7DEC,0
Edx5HDpl8Y,1
NZTALjhoE4,4
ik16x4K0ep,4
vSnCo4iYm9,1
Fogpb3dW7C,2
0pWPDILNMd,4
sqNDCMadmH,1
eotlgzGKaV,2
r8cpEbJl4x,4
VIZysrQWN4,4
2yCeZOgESm,3
lStXRF28u9,4
ID26ZeJxEF,4
Si29OYrBuo,1
2dGvnw3L4I,2
Hv4fSsa7Wh,2
7LE25JZle6,4
HFWDu6l8YV,1
dlxJ5YgGoP,4
4jNiOaqHby,3
Mz7FWq1X6y,1
PYMcgyW0Bf,2
Npt5X1wTZf,1
HZCqP37vse,4
x8WUspT4Xy,1
Cia4QcW0tf,1
1bcvHgnQWE,0
lRFnsJPWCk,1
xMU0goFnjf,1
7JRe5ZSPaX,3
0RjxwtPpoe,2
tPXT7GYJ92,1
qh5bZk4VPy,1
bZ7iwcPrmK,4
MlaDzch3wp,3
sgiH54TRAh,1
2pWkFsrYOt,1
ry7LOkZqDR,1
fyOZMFQrDd,1
vghR8Iw6MO,1
0ytnmeOQGw,1
aTrDKk4CnY,1
Sg7OXLvHwE,1
Z9ism6xO0t,1
mSuBg3vrRi,2
acqX43New8,1
ScXLlwKJBF,3
lD6vywr1ac,4
yrofzjF0aA,1
pAhlnzcOt1,2
vnUG892eDu,1
g2XyVraT13,1
SNePD0cxvI,2
gsZp4HJ0hT,4
Mrw43P7Qh0,0
Cr0mf7XNOL,4
KnCfpaGt8A,2
8RU9jTAybe,4
ZuGFyLmAd2,1
cvKp51Pgsl,4
A5yhRg8v7t,1
EQpt7Oo0Vd,1
G5Zbp82PXj,3
JSA0BEXKGv,4
7S2kLZKgiH,4
UklnhLRJar,2
7ZGJAO9fLy,4
03I2V4oQLm,1
WxIRu5tTS9,1
DAQhxftIV0,2
195X6cq37Y,4
hco6BzGZmW,4
sZHNaiU8ql,1
2eIHWfP6Tm,2
jx2AtWpUXN,1
mBPSRZyNzE,2
p4lMfRUwYb,1
ezyqV2Xg1j,4
6ynqFNflVb,1
L596jf7gBp,1
IzVOS2dBZJ,2
0iw1aqHQkj,2
LGk87Unaos,3
BeZmoVlSvW,3
ROx4Nmn5uF,1
j4FzxdVbDN,0
4smO1BNVPp,4
XvcI0kw9QT,4
gvzoD0tqlB,2
jOmFWUZq8d,4
rZiyBHogPD,4
i1QPtDfaFq,1
T9YhcMpvIO,4
oLs01lyT8z,3
fUspx5lO0q,0
OoJImPZTKA,1
fybiDI9CHF,4
l540w9c8Of,4
Q1nDUPtNzT,1
YEA5JZumh2,4
yoc6jXevlR,3
NmGRflUyOT,3
ItLJiRPW07,1
ZBKkNYTcW3,1
YnZAFuHmMW,1
T7rilfMCDg,1
7KMLtnpB1c,4
ChAiNBkfXT,4
e9cZqiv8V7,1
RvePhsan7K,4
kwa6p0SX9P,1
i13p9teZkX,1
kO8tRjxiAN,1
vnR2aLBTA4,4
WMxsoC6hbH,4
anPgxH2zQL,1
OILBF8f6hE,1
HjkdPltU3z,1
S2cjfu9Otv,0
i8wVqHoDv2,4
XP6284dAip,1
NCaIMAEgze,2
rEcoY7CIv1,1
pKcid6EUHs,1
WHeRAsSoap,4
pdBVa1hutx,1
dqNCRU9vcQ,4
NjfuKHzZEX,0
5BQuOI9xpF,1
hq7R6z2Ccf,1
inhlCvKOkY,4
PWjA9oLRXf,4
cEYURPXkNw,2
DxIc69a12n,2
9zCtluAIfi,1
M9sU6ayzX4,2
4Zc6YILFmU,0
NArakF3Kuo,3
nBlcNUM5H0,4
MNszOkJu5r,1
CtU0Ovlzi9,1
AuV2GcsIzY,2
xzBbomaYOg,1
3eF8XP6TYp,1
hjZ51OdpbW,1
RaFXYkPv4o,1
WmzhTjvZ6K,4
Gu0wzYC6j9,3
HfXs20bK4o,0
5HgKfB2hdO,4
lZkG7gbtiY,1
9CbIfgJl6U,1
GmHVKMNTEQ,1
bPVmLp6ZlK,0
RjI9v6gNVl,4
1NBUZr2kwo,1
4glhujTJkM,4
UCdhONAtF2,1
HD3wPmz1Wb,1
aqzsiEwhZC,0
cqbXYFfQDT,1
Ybex3CnysE,0
q6obwtFWI7,1
m532OBK9uI,1
LTlRV7r6Xu,4
52huRTADgz,4
3XOcYJPGtN,2
VRz2j1Lx5T,3
oBNGwYFkCI,4
rcuD03j7by,4
twuMEaJi35,4
oZgeLaSMq9,4
pvXZ1ceSQt,2
MhzHDSsCI5,1
c0613bDdny,0
bvjXYz0HU5,4
2csTmJAxnZ,4
jyMtgKSNGq,1
OlefdPxJ2K,4
tq6xXczNGg,4
xzDTOHEjcq,3
zlAF7NbjmJ,1
Zs2wHk5RUY,4
7CWK9smQoZ,0
BZy8wvsnCM,1
v7ief2zxOD,3
ws59xOFT8q,4
Vz8n5j2E1A,2
huUVwvHzQe,4
qidlc9B7tJ,3
aA9iNEp6V3,1
hBQAa7t3Om,1
vLN1yPqFnB,4
HcWaSBjIly,1
KM7g036Wim,2
xwXWsIN4hp,1
2fO5Mm9BbC,4
F56gK0oBXq,3
QsafIy8kro,3
BIF58AbGl6,1
vjUQO6fp5h,3
8Slpqoir5B,1
RXEC4AwPO8,4
mufyrhCNEg,1
IGPlXiHkfc,1
01lkr24Cyi,3
6Gp4kJWenq,1
s1Q8WXShHG,1
gH5mrcVodF,1
eOhMPQ0Adn,4
lSgdokLP4G,2
uZYgIVkiH2,2
DpuA2LQF0n,2
bl3N2PEkTW,1
EZQxHO92Wc,4
HBwDQehclY,2
9PuzocEa4R,4
gjWlzh6PwX,2
O2qGVfZx7t,3
U9oibtsZqn,1
3wUtasldch,4
RkXoVgnQBW,4
LD0fKlkpGt,1
h8n1lLpN4f,0
vH9iG25NYo,3
VEpHgavOAN,1
ma8CvY9PDf,1
5mbjNOfpRJ,3
ScLjg7rFUh,4
Radn0xrwKM,4
jXQsmM0nrE,3
mgrDcyw2iB,2
OYvUKlgE7P,0
4zbOfUANc9,0
PJSBx4jMyX,2
DCr9eF6q8s,1
3JZQtRDcqn,4
pdogPqwnJa,2
BPkjHDzSno,2
awplD2t6cI,4
WTodtV3UcR,0
RBCsAEDXa8,2
9nxgY3LTIc,4
TVZpoarnX1,3
ZQfcTzKlPM,1
V08oOEpebR,3
iJHbKvsmxu,1
u21sUoF5BZ,4
ujFcDBX5ep,2
hK7SNgTP2q,1
TcflGVxJh2,1
VykoOPjzq0,4
nQ618v2hy9,2
SYtBF5zkhX,1
QsgK9fUqTn,1
vCQqrcMOs2,1
UiYsbNTjcd,0
7ELKrZ3bqz,3
